frb,utc,mjd,telescope,ra,dec,l,b,frequency,dm,flux,width,fluence,snr,reference
FRB 20190612C,2019-06-12 19:59:13,58646.83279,CHIME,5:16:28.8,+61:00:00,150.02,13.01,618.3,1638.5,4,3.93,12,38.7,http://chime-frb.ca/catalog/FRB20190612C
FRB 20190613A,2019-06-13 7:45:24,58647.32319,CHIME,17:09:36,+18:54:00,39.74,30.62,535.2,714.9,1.1,7.86,8,18.2,http://chime-frb.ca/catalog/FRB20190613A
FRB 20190613B,2019-06-13 18:56:23,58647.78916,CHIME,4:23:00,+42:42:00,158.98,-4.92,466.6,286.3,1.1,0.98,1.3,37.7,http://chime-frb.ca/catalog/FRB20190613B
FRB 20190614A,2019-06-14 3:46:15,58648.15712,CHIME,11:59:09.6,+88:18:00,123.36,28.75,411.1,1062.7,0.8,3.93,2.2,12.4,http://chime-frb.ca/catalog/FRB20190614A
FRB 20190614B,2019-06-14 12:41:34,58648.52886,CHIME,22:11:26.4,+24:41:24,82.65,-25.4,463.9,580.7,5,1.97,8,57.6,http://chime-frb.ca/catalog/FRB20190614B
FRB 20190614C,2019-06-14 14:13:10,58648.59248,CHIME,23:46:00,+35:54:00,108.34,-25.1,400.2,585.5,0.5,4.92,2.9,12,http://chime-frb.ca/catalog/FRB20190614C
FRB 20190614D,2019-06-14 1:13:02,58648.05072,VLA,4:20:18,+73:42:24.26,136.31,16.54,1400,959.2,0.124,-,0.63,8.3,https://www.wis-tns.org/object/20190614d
FRB 20190616A,2019-06-16 5:56:37,58650.24765,CHIME,15:36:00,+34:30:00,55.08,54.13,400.2,211.9,0.7,1.97,1.7,14.6,http://chime-frb.ca/catalog/FRB20190616A
FRB 20190617A,2019-06-17 2:12:39,58651.09212,CHIME,11:54:24,+83:54:00,124.73,33.06,409.9,195.7,6,4.92,21,27.1,http://chime-frb.ca/catalog/FRB20190617A
FRB 20190617B,2019-06-17 18:05:01,58651.75348,CHIME,3:45:43.2,+1:12:00,186.12,-39.45,459.3,275,1,13.76,9,12.7,http://chime-frb.ca/catalog/FRB20190617B
FRB 20190617C,2019-06-17 23:13:38,58651.9678,CHIME,8:57:36,+35:42:00,187.73,40.08,732.3,637.3,0.5,9.83,4,14.1,http://chime-frb.ca/catalog/FRB20190617C
FRB 20190618A,2019-06-18 11:42:12,58652.48764,CHIME,21:25:12,+25:26:24,74.96,-17.65,419.3,228.1,2,1.97,4,33.4,http://chime-frb.ca/catalog/FRB20190618A
FRB 20190619A,2019-06-19 1:16:36,58653.0532,CHIME,11:00:48,+68:24:00,137.1,45.59,552.9,897.7,1.6,1.97,3.3,14.3,http://chime-frb.ca/catalog/FRB20190619A
FRB 20190619B,2019-06-19 5:45:50,58653.24016,CHIME,15:26:48,+82:12:00,117.06,33.12,400.2,270.1,2,0.98,5,19.7,http://chime-frb.ca/catalog/FRB20190619B
FRB 20190619C,2019-06-19 16:46:36,58653.69903,CHIME,2:33:12,+36:18:00,144.87,-22.17,800.2,486.9,0.7,0.98,1.2,10.2,http://chime-frb.ca/catalog/FRB20190619C
FRB 20190619D,2019-06-19 21:49:52,58653.90963,CHIME,7:39:12,+41:36:00,177.52,26.12,400.2,375.3,0.5,32.44,7,13.4,http://chime-frb.ca/catalog/FRB20190619D
FRB 20190619E,2019-06-19 2:18:26,58653.09613,Effelsberg,1:58:01,+65:43:00.31,129.71,3.73,1667,348.76,0.74,1.86,0.72,9.87,https://www.wis-tns.org/object/20190619e
FRB 20190619F,2019-06-19 2:40:13,58653.11126,Effelsberg,1:58:01,+65:43:00.31,129.71,3.73,1667,348.76,0.66,0.24,0.2,9.61,https://www.wis-tns.org/object/20190619f
FRB 20190619G,2019-06-19 3:31:06,58653.1466,Effelsberg,1:58:01,+65:43:00.31,129.71,3.73,1667,348.76,0.5,1.72,0.62,9.78,https://www.wis-tns.org/object/20190619g
FRB 20190619H,2019-06-19 6:41:03,58653.27851,Effelsberg,1:58:01,+65:43:00.31,129.71,3.73,1667,348.76,2.3,1.66,2.53,65.42,https://www.wis-tns.org/object/20190619h
FRB 20190621A,2019-06-21 2:21:24,58655.09819,CHIME,12:32:48,+74:12:00,124.66,42.88,400.7,197.3,0.2,19.66,0.9,9,http://chime-frb.ca/catalog/FRB20190621A
FRB 20190621B,2019-06-21 2:52:52,58655.12005,CHIME,12:52:24,+55:36:00,122.6,61.49,400.2,1059.5,0.3,1.97,1.2,11.4,http://chime-frb.ca/catalog/FRB20190621B
FRB 20190621C,2019-06-21 3:49:42,58655.15951,CHIME,13:46:24,+5:12:00,336.18,64.5,485.4,571,2,0.98,2.4,14.4,http://chime-frb.ca/catalog/FRB20190621C
FRB 20190621D,2019-06-21 8:14:57,58655.34371,CHIME,18:02:31.2,+78:54:00,110.51,28.93,472.1,645.4,0.9,3.93,4,17.4,http://chime-frb.ca/catalog/FRB20190621D
FRB 20190622A,2019-06-22 9:46:18,58656.40715,CHIME,19:56:00,+85:48:00,118.46,25.89,411.9,1120.9,0.6,1.97,1.3,9.9,http://chime-frb.ca/catalog/FRB20190622A
FRB 20190623A,2019-06-23 7:56:31,58657.33092,CHIME,18:02:00,+24:30:00,50.44,21.27,469.8,1082.1,0.4,2.95,0.9,9.6,http://chime-frb.ca/catalog/FRB20190623A
FRB 20190623B,2019-06-23 12:16:58,58657.51178,CHIME,22:20:48,+46:06:00,97.54,-9.2,643.3,1554.4,1.6,1.97,2.8,25.3,http://chime-frb.ca/catalog/FRB20190623B
FRB 20190623C,2019-06-23 15:08:05,58657.63061,CHIME,12:49:12,+86:00:00,122.98,31.1,400.2,1049.8,2,5.9,6,12.5,http://chime-frb.ca/catalog/FRB20190623C
FRB 20190624A,2019-06-24 1:09:39,58658.04837,CHIME,11:13:12,+69:46:48,134.65,45.05,400.2,973.7,0.6,5.9,3,15.3,http://chime-frb.ca/catalog/FRB20190624A
FRB 20190624B,2019-06-24 22:11:06,58658.92438,CHIME,20:18:36,+73:36:00,106.73,20.13,598.8,215.1,17,0.98,20,39.1,http://chime-frb.ca/catalog/FRB20190624B
FRB 20190625A,2019-06-25 5:02:46,58659.21026,CHIME,15:11:36,+32:54:00,52.31,59.25,400.2,297.6,0.3,58,12,19.8,http://chime-frb.ca/catalog/FRB20190625A
FRB 20190625C,2019-06-25 18:36:28,58659.77532,CHIME,4:52:48,+11:06:00,188.2,-20.14,410.7,441.6,2.2,0.98,4,12.1,http://chime-frb.ca/catalog/FRB20190625C
FRB 20190625D,2019-06-25 21:27:17,58659.89395,CHIME,7:40:04.8,+4:52:12,214.12,13.03,450,716.6,5,1.97,12,36.3,http://chime-frb.ca/catalog/FRB20190625D
FRB 20190625E,2019-06-25 17:43:47,58659.73874,CHIME,4:22:00,+73:36:00,136.46,16.58,434.6,187.6,0.8,2.95,4,11.4,http://chime-frb.ca/catalog/FRB20190625E
FRB 20190626A,2019-06-26 18:37:53,58660.77631,CHIME,4:49:38,+73:39:36,137.71,18.1,600,194.1,-,-,-,11.88,https://www.wis-tns.org/object/20190626a
FRB 20190627A,2019-06-27 2:46:48,58661.11583,CHIME,13:03:36,+0:48:00,309.73,63.46,474.6,402.8,2,1.97,2.6,9.4,http://chime-frb.ca/catalog/FRB20190627A
FRB 20190627B,2019-06-27 6:46:26,58661.28224,CHIME,17:05:36,+40:48:00,65.18,36.74,501.6,428.6,4.1,2.95,10,56.2,http://chime-frb.ca/catalog/FRB20190627B
FRB 20190627C,2019-06-27 7:23:22,58661.30789,CHIME,17:51:31.2,+71:36:00,102.22,30.35,400.2,968.9,4,1.97,11,49.9,http://chime-frb.ca/catalog/FRB20190627C
FRB 20190627D,2019-06-27 9:21:52,58661.39018,CHIME,19:41:12,+43:48:00,77.24,10.21,482.4,1999.2,0.24,7.86,1.5,12,http://chime-frb.ca/catalog/FRB20190627D
FRB 20190628A,2019-06-28 2:51:50,58662.11933,CHIME,13:16:24,+51:48:00,113.85,64.94,579.1,745.7,0.8,0.98,1.3,10.9,http://chime-frb.ca/catalog/FRB20190628A
FRB 20190628B,2019-06-28 5:56:51,58662.24781,CHIME,16:34:00,+80:08:24,113.3,32.36,400.2,406,0.8,2.95,1.4,12.4,http://chime-frb.ca/catalog/FRB20190628B
FRB 20190628C,2019-06-28 14:22:32,58662.59898,CHIME,0:46:00,+48:35:24,122.02,-14.27,433.1,1740.4,0.4,19.66,2.4,10,http://chime-frb.ca/catalog/FRB20190628C
FRB 20190629A,2019-06-29 13:53:48,58663.57903,CHIME,0:25:12,+12:42:00,113.07,-49.7,568.2,503,0.8,3.93,3,10,http://chime-frb.ca/catalog/FRB20190629A
FRB 20190630A,2019-06-30 11:34:45,58664.48246,CHIME,22:06:48,+17:24:00,76.31,-30.23,476.6,401.1,0.4,21.63,4.8,19.4,http://chime-frb.ca/catalog/FRB20190630A
FRB 20190630B,2019-06-30 11:19:17,58664.47172,CHIME,21:52:48,+43:00:00,91.6,-8.74,526.8,653.5,0.9,20.64,15,48.3,http://chime-frb.ca/catalog/FRB20190630B
FRB 20190630C,2019-06-30 17:50:14,58664.74322,CHIME,4:33:36,+80:57:00,130.96,21.78,439.7,1659.6,0.7,3.93,2.3,10.8,http://chime-frb.ca/catalog/FRB20190630C
FRB 20190630D,2019-06-30 22:59:54,58664.95826,CHIME,9:33:36,+8:54:00,224.58,39.91,400.2,321.9,1.7,1.97,2.6,19.1,http://chime-frb.ca/catalog/FRB20190630D
FRB 20190701A,2019-07-01 7:52:12,58665.32792,CHIME,18:30:00,+59:00:00,88.29,25.72,800.2,635.7,1.3,1.97,1.7,12.1,http://chime-frb.ca/catalog/FRB20190701A
FRB 20190701B,2019-07-01 9:50:44,58665.41023,CHIME,20:11:36,+80:12:00,112.88,23.4,471.5,748.9,1.1,2.95,1.9,15,http://chime-frb.ca/catalog/FRB20190701B
FRB 20190701C,2019-07-01 19:37:15,58665.81753,CHIME,6:25:36,+81:36:00,132.18,25.88,446.4,972.1,0.9,1.97,2,11.5,http://chime-frb.ca/catalog/FRB20190701C
FRB 20190701D,2019-07-01 20:54:07,58665.87092,CHIME,7:28:24,+66:42:00,149.28,28.38,467.6,934.9,1.3,8.85,9,34.4,http://chime-frb.ca/catalog/FRB20190701D
FRB 20190701E,2019-07-01 22:32:04,58665.93893,CHIME,9:14:24,+61:42:36,153.27,40.37,410.3,888,0.7,2.95,2,15.2,http://chime-frb.ca/catalog/FRB20190701E
FRB 20190702A,2019-07-02 1:58:15,58666.08212,CHIME,12:32:26,+74:13:12,124.69,42.84,600,195.72,-,-,-,8,https://www.wis-tns.org/object/20190702a
FRB 20190702B,2019-07-02 3:14:43,58666.13522,CHIME,13:52:36,+48:15:00,97.61,65.76,600,223.21,-,-,-,18.46,https://www.wis-tns.org/object/20190702b
FRB 20190711A,2019-07-11 1:53:41,58675.07895,ASKAP,21:57:41,-80:21:29,310.91,-33.9,-,593.1,-,-,-,-,https://www.wis-tns.org/object/20190711a
FRB 20190714A,2019-07-14 5:37:13,58678.23418,ASKAP,12:15:54,-13:00:00,289.68,48.96,1272.5,504,-,-,8,-,https://www.wis-tns.org/object/20190714a
FRB 20190718A,2019-07-18 1:11:23,58682.04957,CHIME,13:00:41,+74:13:12,122.07,42.89,600,194.1,-,-,-,9.35,https://www.wis-tns.org/object/20190718a
FRB 20190804A,2019-08-04 19:54:30,58699.82951,Parkes,21:57:40,-80:21:28,310.91,-33.9,1355,587.4,1.4,1,1.4,11.7,https://arxiv.org/abs/2009.01214
FRB 20190806A,2019-08-06 6:37:10,58701.27581,CHIME,19:39:43,+59:24:00,91.5,17.32,600,1384.58,-,-,-,9.11,https://www.wis-tns.org/object/20190806a
FRB 20190809A,2019-08-09 12:50:49,58704.53529,CHIME,1:57:50,+65:43:48,129.69,3.73,600,352.61,-,-,-,16.78,https://www.wis-tns.org/object/20190809a
FRB 20190810A,2019-08-10 8:52:30,58705.36979,CHIME,22:07:14,+17:22:12,76.39,-30.29,600,397.9,-,-,-,31.53,https://www.wis-tns.org/object/20190810a
FRB 20190810B,2019-08-10 12:49:44,58705.53454,CHIME,2:00:41,+65:43:48,129.97,3.81,600,346.14,-,-,-,9.21,https://www.wis-tns.org/object/20190810b
FRB 20190815A,2019-08-15 8:33:52,58710.35685,CHIME,22:06:38,+17:22:12,76.27,-30.2,600,397.9,-,-,-,28.01,https://www.wis-tns.org/object/20190815a
FRB 20190817A,2019-08-17 14:39:58,58712.61109,CHIME,4:21:53,+73:39:00,136.43,16.58,600,187.63,-,-,-,8.61,https://www.wis-tns.org/object/20190817a
FRB 20190824A,2019-08-24 7:59:02,58719.33266,CHIME,22:07:10,+17:22:48,76.38,-30.27,600,397.9,-,-,-,9.08,https://www.wis-tns.org/object/20190824a
FRB 20190825A,2019-08-25 11:48:28,58720.49199,CHIME,1:58:29,+65:43:48,129.75,3.75,600,347.76,-,-,-,51.46,https://www.wis-tns.org/object/20190825a
FRB 20190825B,2019-08-25 11:52:03,58720.49448,CHIME,1:57:53,+65:43:12,129.7,3.72,600,346.14,-,-,-,10.53,https://www.wis-tns.org/object/20190825b
FRB 20190825C,2019-08-25 11:53:45,58720.49566,CHIME,2:11:43,+65:43:48,131.06,4.13,600,347.76,-,-,-,10.25,https://www.wis-tns.org/object/20190825c
FRB 20190907A,2019-09-07 17:02:48,58733.71028,CHIME,8:08:50,+46:16:12,173.38,32.23,600,307.32,-,-,-,9.96,https://www.wis-tns.org/object/20190907a
FRB 20190915A,2019-09-15 16:27:41,58741.68589,CHIME,8:02:53,+46:16:12,173.22,31.21,600,308.94,-,-,-,10.94,https://www.wis-tns.org/object/20190915a
FRB 20190925A,2019-09-25 15:54:11,58751.66263,CHIME,8:08:41,+46:16:12,173.37,32.2,600,307.32,-,-,-,9.98,https://www.wis-tns.org/object/20190925a
FRB 20190926A,2019-09-26 20:19:29,58752.84686,CHIME,12:41:31,+65:07:48,124.62,51.97,600,368.79,-,-,-,9.31,https://www.wis-tns.org/object/20190926a
FRB 20190929A,2019-09-29 3:14:36,58755.13514,CHIME,19:39:38,+59:23:24,91.49,17.33,600,1381.34,-,-,-,11.45,https://www.wis-tns.org/object/20190929a
FRB 20191001A,2019-10-01 16:55:36,58757.70528,ASKAP,21:32:00,-54:40:00,341.42,-44.73,920.5,506.92,-,-,143,62,https://www.wis-tns.org/object/20191001a
FRB 20191013A,2019-10-13 20:31:26,58769.85516,CHIME,14:00:38,+48:15:00,95.04,64.96,600,226.45,-,-,-,9.74,https://www.wis-tns.org/object/20191013a
FRB 20191018A,2019-10-18 18:33:33,58774.7733,CHIME,11:59:46,+85:57:36,123.99,31.06,600,302.47,-,-,-,18.12,https://www.wis-tns.org/object/20191018a
FRB 20191020A,2019-10-20 19:48:51,58776.82559,CHIME,13:45:29,+48:15:36,100.07,66.4,600,221.6,-,-,-,22.89,https://www.wis-tns.org/object/20191020a
FRB 20191021A,2019-10-21 14:18:09,58777.59594,CHIME,8:19:53,+46:24:00,173.46,34.14,600,386.58,-,-,-,109.04,https://www.wis-tns.org/object/20191021a
FRB 20191029A,2019-10-29 9:41:59,58785.40416,CHIME,4:05:12,+73:38:24,135.58,15.74,600,190.86,-,-,-,12.82,https://www.wis-tns.org/object/20191029a
FRB 20191029B,2019-10-29 19:24:06,58785.8084,CHIME,13:58:46,+48:15:36,95.63,65.14,600,221.6,-,-,-,8.69,https://www.wis-tns.org/object/20191029b
FRB 20191030A,2019-10-30 7:33:57,58786.31524,CHIME,1:59:14,+65:43:12,129.83,3.76,600,346.14,-,-,-,8.09,https://www.wis-tns.org/object/20191030a
FRB 20191030B,2019-10-30 7:41:53,58786.32075,CHIME,2:15:10,+65:44:24,131.4,4.25,600,346.14,-,-,-,12.67,https://www.wis-tns.org/object/20191030b
FRB 20191107A,2019-11-07 21:23:07,58794.89105,CHIME,4:23:24,+73:35:24,136.55,16.62,600,194.1,-,-,-,8.39,https://www.wis-tns.org/object/20191107a
FRB 20191107B,2019-11-07 18:55:37,58794.78862,UTMOST,8:01:57,-13:44:16,233.4,8.83,835,714.25,-,-,6.7,23.3,https://www.wis-tns.org/object/20191107b
FRB 20191108A,2019-11-08 19:48:50,58795.82558,WSRT/Apertif,1:33:47,+31:51:30,133.33,-30.16,1370,588.1,27,0.34,11,103,https://www.wis-tns.org/object/20191108a
FRB 20191110A,2019-11-10 18:33:02,58797.77294,CHIME,13:52:17,+48:15:00,97.72,65.79,600,226.45,-,-,-,20.51,https://www.wis-tns.org/object/20191110a
FRB 20191111A,2019-11-11 8:55:16,58798.37171,CHIME,4:03:31,+73:37:48,135.5,15.65,600,184.39,-,-,-,12.29,https://www.wis-tns.org/object/20191111a
FRB 20191113A,2019-11-13 18:12:28,58800.75866,CHIME,13:43:26,+48:15:36,100.8,66.57,600,226.45,-,-,-,13.5,https://www.wis-tns.org/object/20191113a
FRB 20191115A,2019-11-15 6:12:06,58802.2584,GBT,1:58:01,+65:43:00.31,129.71,3.73,350,349.3,1.18,3.6,10.2,11.3,https://www.wis-tns.org/object/20191115a
FRB 20191116A,2019-11-16 18:09:51,58803.75684,CHIME,13:52:41,+48:14:24,97.57,65.76,600,221.6,-,-,-,28.77,https://www.wis-tns.org/object/20191116a
FRB 20191117A,2019-11-17 18:18:31,58804.76286,CHIME,14:02:55,+48:15:00,94.35,64.72,600,226.45,-,-,-,12.08,https://www.wis-tns.org/object/20191117a
FRB 20191202A,2019-12-02 15:44:29,58819.65589,CHIME,12:25:53,+65:07:48,127.27,51.78,600,375.26,-,-,-,7.55,https://www.wis-tns.org/object/20191202a
FRB 20191205A,2019-12-05 15:44:15,58822.65573,CHIME,12:41:19,+65:07:48,124.66,51.96,600,368.79,-,-,-,8.32,https://www.wis-tns.org/object/20191205a
FRB 20191215A,2019-12-15 16:13:43,58832.67619,CHIME,13:53:02,+48:15:00,97.46,65.72,600,223.21,-,-,-,15.12,https://www.wis-tns.org/object/20191215a
FRB 20191217A,2019-12-17 8:38:56,58834.36037,CHIME,18:26:34,+81:24:36,113.28,27.73,600,304.09,-,-,-,18.98,https://www.wis-tns.org/object/20191217a
FRB 20191218A,2019-12-18 4:09:28,58835.17324,CHIME,1:59:14,+65:43:48,129.83,3.77,600,355.85,-,-,-,12.88,https://www.wis-tns.org/object/20191218a
FRB 20191219A,2019-12-19 4:07:39,58836.17198,CHIME,1:57:22,+65:43:48,129.64,3.72,600,352.61,-,-,-,10.05,https://www.wis-tns.org/object/20191219a
FRB 20191219B,2019-12-19 4:11:18,58836.17451,CHIME,1:57:07,+65:43:48,129.62,3.71,600,351,-,-,-,17.76,https://www.wis-tns.org/object/20191219b
FRB 20191219C,2019-12-19 4:03:47,58836.16929,GBT,1:58:01,+65:43:00.31,129.71,3.73,350,348.8,1.24,2.7,11.2,13.3,https://www.wis-tns.org/object/20191219c
FRB 20191219D,2019-12-19 4:03:47,58836.16929,GBT,1:58:01,+65:43:00.31,129.71,3.73,350,348.8,1.09,3.9,5.2,28.6,https://www.wis-tns.org/object/20191219d
FRB 20191219E,2019-12-19 4:13:19,58836.17591,GBT,1:58:01,+65:43:00.31,129.71,3.73,350,349.5,3.58,5.89,48.9,54.9,https://www.wis-tns.org/object/20191219e
FRB 20191219F,2019-12-19 16:51:34,58836.70248,CHIME,15:05:10,+85:26:24,120.01,30.9,600,464.22,-,-,-,173.16,https://www.wis-tns.org/object/20191219f
FRB 20191220A,2019-12-20 8:37:40,58837.35949,CHIME,18:26:00,+81:24:00,113.26,27.75,600,304.09,-,-,-,8.06,https://www.wis-tns.org/object/20191220a
FRB 20191223A,2019-12-23 0:07:07,58840.00494,CHIME,22:12:50,+17:22:12,77.54,-31.19,600,394.67,-,-,-,9.29,https://www.wis-tns.org/object/20191223a
FRB 20191223B,2019-12-23 4:55:31,58840.20522,UTMOST,20:34:14,-75:08:54,318.85,-32.66,835,665,-,-,108.1,29.4,https://www.wis-tns.org/object/20191223b
FRB 20191228A,2019-12-28 9:16:16,58845.3863,ASKAP,22:57:00,-29:46:00,20.14,-64.77,1272.5,297.9,-,-,40,-,https://www.wis-tns.org/object/20191228a
FRB 20191231A,2019-12-31 15:17:50,58848.63738,CHIME,14:00:10,+48:15:00,95.19,65.01,600,223.21,-,-,-,10.32,https://www.wis-tns.org/object/20191231a
FRB 20200112A,2020-01-12 14:26:34,58860.60178,CHIME,13:51:07,+48:15:00,98.1,65.9,600,223.21,-,-,-,12.45,https://www.wis-tns.org/object/20200112a
FRB 20200120A,2020-01-20 1:49:14,58868.07586,CHIME,1:44:46,+65:43:48,128.38,3.42,600,346.14,-,-,-,16.7,https://www.wis-tns.org/object/20200120a
FRB 20200120B,2020-01-20 1:58:23,58868.08221,GBT,1:58:01,+65:43:00.31,129.71,3.73,350,348.9,2.28,3.7,28.1,19.3,https://www.wis-tns.org/object/20200120b
FRB 20200120C,2020-01-20 2:01:51,58868.08462,GBT,1:58:01,+65:43:00.31,129.71,3.73,350,348.7,1.3,1.5,7.8,14.4,https://www.wis-tns.org/object/20200120c
FRB 20200120D,2020-01-20 2:04:59,58868.08679,GBT,1:58:01,+65:43:00.31,129.71,3.73,350,348.8,0.98,3.2,7.7,11.9,https://www.wis-tns.org/object/20200120d
FRB 20200120E,2020-01-20 9:57:36,58868.415,CHIME,9:45:00,+68:46:12,143.1,40.27,600,88.96,-,-,-,11.42,https://www.wis-tns.org/object/20200120e
FRB 20200122A,2020-01-22 10:20:33,58870.43094,CHIME,10:30:50,+73:47:24,135.02,39.87,600,101.9,-,-,-,13.85,https://www.wis-tns.org/object/20200122a
FRB 20200122B,2020-01-22 10:27:00,58870.43542,CHIME,10:31:29,+73:48:00,134.97,39.89,600,101.9,-,-,-,17.31,https://www.wis-tns.org/object/20200122b
FRB 20200122C,2020-01-22 10:28:20,58870.43634,CHIME,10:32:50,+73:48:00,134.87,39.95,600,106.75,-,-,-,8.34,https://www.wis-tns.org/object/20200122c
FRB 20200122D,2020-01-22 22:09:31,58870.92328,CHIME,10:11:14,+73:44:24,136.32,38.94,600,101.9,-,-,-,13.11,https://www.wis-tns.org/object/20200122d
FRB 20200122E,2020-01-22 22:09:52,58870.92352,CHIME,10:11:34,+73:44:24,136.31,38.96,600,106.75,-,-,-,10.42,https://www.wis-tns.org/object/20200122e
FRB 20200122F,2020-01-22 22:22:21,58870.93219,CHIME,10:35:46,+73:44:24,134.72,40.13,600,105.14,-,-,-,8.9,https://www.wis-tns.org/object/20200122f
FRB 20200122G,2020-01-22 22:23:20,58870.93287,CHIME,10:36:46,+73:44:24,134.65,40.18,600,101.9,-,-,-,10.47,https://www.wis-tns.org/object/20200122g
FRB 20200124A,2020-01-24 18:42:58,58872.77984,CHIME,18:53:24,+46:57:36,76.67,19.15,600,575.83,-,-,-,15.49,https://www.wis-tns.org/object/20200124a
FRB 20200124B,2020-01-24 19:24:33,58872.80872,CHIME,19:39:58,+59:24:00,91.52,17.29,600,1378.11,-,-,-,8.02,https://www.wis-tns.org/object/20200124b
FRB 20200125A,2020-01-25 12:15:20,58873.51065,GBT,14:36:32,+07:42:06.84,359.83,58.43,350,179.47,-,-,-,8.1,https://www.wis-tns.org/object/20200125a
FRB 20200203A,2020-02-03 1:07:23,58882.04679,CHIME,1:57:58,+65:43:48,129.7,3.74,600,351,-,-,-,9.53,https://www.wis-tns.org/object/20200203a
FRB 20200204A,2020-02-04 0:26:55,58883.01869,CHIME,1:26:34,+72:18:36,125.63,9.62,600,370.41,-,-,-,9.2,https://www.wis-tns.org/object/20200204a
FRB 20200204B,2020-02-04 0:57:32,58883.03995,CHIME,1:56:02,+65:43:48,129.51,3.69,600,346.14,-,-,-,12.67,https://www.wis-tns.org/object/20200204b
FRB 20200204C,2020-02-04 0:59:50,58883.04155,CHIME,1:58:34,+65:43:48,129.76,3.75,600,351,-,-,-,51.77,https://www.wis-tns.org/object/20200204c
FRB 20200204D,2020-02-04 1:03:26,58883.04405,CHIME,1:57:55,+65:43:48,129.7,3.74,600,347.76,-,-,-,10.01,https://www.wis-tns.org/object/20200204d
FRB 20200204E,2020-02-04 1:17:21,58883.05372,CHIME,2:07:55,+65:43:48,130.69,4.02,600,347.76,-,-,-,9.15,https://www.wis-tns.org/object/20200204e
FRB 20200219A,2020-02-19 23:53:37,58898.99557,CHIME,1:43:05,+65:42:36,128.21,3.37,600,346.14,-,-,-,8.83,https://www.wis-tns.org/object/20200219a
FRB 20200220A,2020-02-20 0:10:10,58899.00706,CHIME,1:59:24,+65:43:12,129.85,3.76,600,352.61,-,-,-,11.79,https://www.wis-tns.org/object/20200220a
FRB 20200220B,2020-02-20 13:28:26,58899.56141,INAF SRT,1:58:01,+65:43:00.31,129.71,3.73,328,349.8,2.8,13,37,31.7,https://www.wis-tns.org/object/20200220b
FRB 20200220C,2020-02-20 13:37:39,58899.56781,INAF SRT,1:58:01,+65:43:00.31,129.71,3.73,328,349.4,1.5,9,13,13.6,https://www.wis-tns.org/object/20200220c
FRB 20200220D,2020-02-20 13:48:53,58899.57561,INAF SRT,1:58:01,+65:43:00.31,129.71,3.73,328,350.1,1.4,14,19,16,https://www.wis-tns.org/object/20200220d
FRB 20200221A,2020-02-21 0:09:49,58900.00682,CHIME,2:15:02,+65:43:48,131.39,4.24,600,342.91,-,-,-,24.72,https://www.wis-tns.org/object/20200221a
FRB 20200224A,2020-02-24 1:47:54,58903.07493,CHIME,3:54:38,+73:37:48,135.02,15.23,600,187.63,-,-,-,9.2,https://www.wis-tns.org/object/20200224a
FRB 20200302A,2020-03-02 1:52:16,58910.07796,CHIME,4:20:41,+73:37:48,136.38,16.51,600,194.1,-,-,-,15.18,https://www.wis-tns.org/object/20200302a
FRB 20200307A,2020-03-07 5:07:50,58915.21377,CHIME,8:09:29,+46:16:12,173.39,32.34,600,308.94,-,-,-,8.69,https://www.wis-tns.org/object/20200307a
FRB 20200314A,2020-03-14 15:22:41,58922.64075,CHIME,18:54:26,+46:58:12,76.75,18.99,600,575.83,-,-,-,29.3,https://www.wis-tns.org/object/20200314a
FRB 20200323A,2020-03-23 10:07:03,58931.42156,GMRT,1:58:01,+65:43:00.31,129.71,3.73,400,349,-,5.24,8.89,95.51,https://www.wis-tns.org/object/20200323a
FRB 20200323B,2020-03-23 10:53:35,58931.45388,GMRT,1:58:01,+65:43:00.31,129.71,3.73,400,349,-,10.49,15.11,114.75,https://www.wis-tns.org/object/20200323b
FRB 20200324A,2020-03-24 21:35:54,58932.89993,CHIME,1:39:05,+65:42:36,127.81,3.29,600,346.14,-,-,-,13.02,https://www.wis-tns.org/object/20200324a
FRB 20200324B,2020-03-24 8:28:41,58932.35325,GMRT,1:58:01,+65:43:00.31,129.71,3.73,400,349,-,10.49,1.53,11.6,https://www.wis-tns.org/object/20200324b
FRB 20200324C,2020-03-24 9:31:24,58932.39681,GMRT,1:58:01,+65:43:00.31,129.71,3.73,400,349,-,10.49,3.51,26.65,https://www.wis-tns.org/object/20200324c
FRB 20200405A,2020-04-05 5:34:54,58944.23257,VLA,13:13:28,+36:35:37,98.06,79.45,361.941,212.298,-,6.25,100,11.29,https://iopscience.iop.org/article/10.3847/2515-5172/abea22
FRB 20200423A,2020-04-23 20:11:20,58962.8412,VLA,1:58:01,+65:43:00.63,129.71,3.73,1680,349.8,0.13,10,1.3,13,https://www.wis-tns.org/object/20200423a
FRB 20200508A,2020-05-08 7:42:10,58977.32095,UTMOST,9:01:32,-65:35:43,282.02,-12.56,835,629,-,-,29.7,14.33,https://www.wis-tns.org/object/20200508a
FRB 20200607A,2020-06-07 10:37:22,59007.44262,UTMOST,13:41:31,-5:08:24,325.36,55.54,835,466.9,-,1.3,51,41,https://www.wis-tns.org/object/20200607a
FRB 20200616A,2020-06-16 6:31:13,59016.27168,Arecibo,19:42:08,+16:12:32.53,53.12,-3.45,1375,976.85,0.166,3.9,0.76,41.04,https://www.wis-tns.org/object/20200616a
